序号,优先级,章节,方剂名,出处,组成,用法,功用,主治,方义,配伍特点,注意/禁忌,《方剂学》页码,来源,QA状态,QA问题,定位标题,PDF页码,书内索引页码,页码类型,定位方法,原文片段文件
134,P1,第16章 祛湿剂,三加减正气散,《温病条辨》,藿香连梗叶，三钱（9g ） 茯苓皮三钱（9g） 厚朴二钱（6g） 广皮一钱五分（4.5g） 杏仁三钱（9g） 滑石五钱（15g）,水五杯，煮二杯，再服。,化湿理气，兼以清热。,秽湿着里，舌黄脘闷，气机不宣，久则酿热。,,,,P.243,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.426；书内索引页码 P.243,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,三加减正气散,P.426,P.243,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\134_三加减正气散.txt
135,P1,第16章 祛湿剂,三妙丸,《医学正传》,黄柏切片，酒拌，略炒，四两（12g） 苍术米泔浸一二宿，细切，焙干，六两 （18g） 川牛膝去芦，二两（6g）,上为细末，面糊为丸，如梧桐子大，每服五七十丸（10～15g），空腹，姜、盐汤下。忌鱼腥、荞麦、热面、煎炒等物。,清热燥湿。,湿热下注之痿痹。症见两脚麻木或肿痛，或如火烙之热，痿软无力。,,,,P.253,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.442；书内索引页码 P.253,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,三妙丸,P.442,P.253,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\135_三妙丸.txt
136,P1,第1章 解表剂,三拗汤,《太平惠民和剂局方》,甘草不炙 麻黄不去根节 杏仁不去皮尖，各等分（各6g）,上 咀为粗末，每服五钱（15g），水一盏半，姜五片，同煎至一盏，去滓，通口服。以衣被盖覆睡，取微汗为度。,宣肺解表。,外感风寒，肺气不宣证。症见鼻塞声重，语音不出，咳嗽胸闷等。,,,,P.24,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.72；书内索引页码 P.24,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,三拗汤,P.72,P.24,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\136_三拗汤.txt
137,P1,第2章 泻下剂,三物备急丸,《金匮要略》,大黄一两（30g） 干姜一两（30g） 巴豆去皮、心，熬，外研如脂，一两（30g）,先捣大黄、干姜为末，研巴豆内中，合治一千杵，用为散，蜜和丸亦佳，密器中贮之，勿令泄。以暖水若酒服大豆许三四丸，或不下，捧头起，灌令下咽，须臾当瘥。如未瘥，更与三丸，当腹中鸣，即吐下，便瘥；若口噤，亦须折齿灌之（现代用法：为丸剂，成人每服0.6～1.5g，用米汤或温开水送下；若口噤不开者，用鼻饲法给药）。,攻下寒积。,寒实腹痛。猝然心腹胀痛，痛如锥刺，气急口噤，大便不通。,方中巴豆辛热峻下，“开窍宣滞，去脏腑沉寒”（《本草从新》），为君药。干姜辛温，温中兼能散结，助巴豆辛热峻下，攻逐肠胃冷积，为臣药。佐以大黄，荡涤胃肠积滞，推陈致新。大黄苦寒之性，既为巴豆、干姜辛热所制，又能监制巴豆辛热之毒，乃相反相成之伍，《本草纲目》言巴豆得大黄则“泻人反缓”。,苦寒泻下与辛热峻下合法，相反相成，共成温下峻剂。,先捣大黄、干姜为末，研巴豆内中，合治一千杵，用为散，蜜和丸亦佳，密器中贮之，勿令泄。 孕妇、年老体弱者，均当慎用。,P.52,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.119；书内索引页码 P.52,已从教材PDF抽取待人工复核,P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,三物备急丸,P.119,P.52,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\137_三物备急丸.txt
138,P1,第13章 理血剂,下瘀血汤,《金匮要略》,大黄二两（6g） 桃仁二十枚（12g） ☒虫熬，去足，二十枚（9g）,上三味末之，炼蜜和为四丸，以酒一升，煎一丸，取八合，顿服之，新血下如豚肝。,泻热逐瘀。,瘀血化热，瘀热内结证。症见产后少腹刺痛拒按，按之有硬块，或见恶露不下，口燥舌干，大便燥结，甚则可见肌肤甲错，舌质紫红而有瘀斑瘀点，苔黄燥，脉沉涩有力。亦治血瘀而致经水不利之证。,,,,P.199,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.357；书内索引页码 P.199,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,下瘀血汤,P.357,P.199,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\138_下瘀血汤.txt
139,P1,第18章 消食剂,大安丸,《丹溪心法》,山楂二两（12g） 神曲炒 半夏 茯苓各一两（各6g） 陈皮 萝卜子 连翘各半两（各3g） 白术二两（12g）,上为末，粥糊丸服。,消食健脾。,食积兼脾虚证。症见饮食不消，脘腹胀满，纳少肢倦，大便稀溏，以及小儿食积。,,,,P.282,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.491；书内索引页码 P.282,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大安丸,P.491,P.282,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\139_大安丸.txt
140,P1,第1章 解表剂,大羌活汤,《此事难知》,防风 羌活 独活 防己 黄芩 黄连 苍术 白术各三钱（各9g） 甘草炙 细辛 知母生 川芎 地黄各一两（30g）,上 咀，每服半两（15g），水二盏，煎至一盏半，去渣，得清药一大盏，热饮之。不解再服，三四盏解之亦可，病愈则止。若有余证，并依仲景随经法治之。,发散风寒，祛湿清热。,外感风寒湿邪兼有里热证。症见头痛身重，发热恶寒，口干烦满而渴，舌苔白腻，脉浮数。,,,,P.30,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.80；书内索引页码 P.30,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大羌活汤,P.80,P.30,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\140_大羌活汤.txt
141,P1,第8章 补益剂,大补阴丸,《丹溪心法》,黄柏炒褐色 知母酒浸，炒，各四两（各12g） 熟地酒蒸 龟板酥炙，各六两（各18g）,上为末，猪脊髓蜜丸。服七十丸，空心盐白汤下（现代用法：蜜丸，每服9g，淡盐汤送服；亦可作汤剂，水煎服）。,滋阴降火。,阴虚火旺证。骨蒸潮热，盗汗遗精，咳嗽咯血，心烦易怒，足膝疼热或痿软，舌红少苔，尺脉数而有力。,方用熟地滋补真阴，填精益髓；龟板滋阴潜阳，补肾健骨。二药相须，补阴固本，滋水亦可制火，共为君药。相火既动，必资清降，故以黄柏之苦寒降泄，“专泻肾与膀胱之火”（《药品化义》）；知母味苦性寒质润，既能清泄肺、胃、肾三经之火，又能滋三经之阴。知母、黄柏相须为用，知母滋阴清热，黄柏虽无滋阴之功，确属“坚阴”之品，二者善能清降阴虚之火，用以为臣。丸用猪脊髓补髓养阴，蜂蜜补中润燥，共增滋补真阴之效，是为佐药。合而成方，既滋阴，又降火，但龟板、熟地用……,甘咸苦寒合方，滋阴培本为主，降火清源为辅。,,P.139,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.262；书内索引页码 P.139,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大补阴丸（原名大补丸）,P.262,P.139,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\141_大补阴丸.txt
142,P1,第14章 治风剂,大定风珠,《温病条辨》,生白芍六钱（18g） 阿胶三钱（9g） 生龟板四钱（12g） 干地黄六钱（18g） 麻仁二钱（6g） 五味子二钱（6g） 生牡蛎四钱（12g） 麦冬连心，六钱（18g） 炙甘草四钱（12g） 鸡子黄生，二枚（2个） 鳖甲生，四钱（12g）,水八杯，煮取三杯，去滓，入阿胶烊化，再入鸡子黄，搅令相得，分三次服（现代用法：水煎去渣，入阿胶烊化，再入鸡子黄搅匀，分3次温服）。,滋阴息风。,阴虚风动证。温病后期，神倦瘛疭，舌绛苔少，脉弱有时时欲脱之势。,方中鸡子黄、阿胶均为血肉有情之品，滋阴养液以息风，为君药。重用生白芍、干地黄、麦冬滋水涵木，柔肝濡筋，为臣药。阴虚则阳浮，故以龟板、鳖甲、牡蛎等介类潜镇之品，滋阴潜阳，重镇息风；麻仁养阴润燥；五味子味酸善收，与滋阴药相伍而收敛真阴，配白芍、甘草能酸甘化阴。以上诸药协助君臣以加强滋阴息风之功，均为佐药。炙甘草调和诸药，为使。诸药相伍，使真阴得复，浮阳得潜，则虚风自息。本方系由《温病条辨》加减复脉汤（炙甘草、干地黄、生白芍、阿胶、麦冬、麻仁……,血肉有情之品与滋养潜镇之药合方，寓息风于滋养之中，共成“酸甘咸法”。,,P.226,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.402；书内索引页码 P.226,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大定风珠,P.402,P.226,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\142_大定风珠.txt
143,P1,第2章 泻下剂,大陷胸丸,《伤寒论》,大黄半斤（15g） 葶苈子熬，半升（9g） 芒硝半升（9g） 杏仁去皮尖，熬黑，半升（9g）,上四味，捣筛二味，内杏仁芒硝，合研如脂，和散，取如弹丸一枚，别捣甘遂末一钱匕，白蜜二合，水二升，煮取一升，温顿服之。一宿乃下，如不下，更服，取下为效。,泻热逐水。,结胸证。症见胸中硬满而痛，项强如柔痉状。,,,,P.50,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.113；书内索引页码 P.50,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大陷胸丸,P.113,P.50,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\143_大陷胸丸.txt
144,P1,第2章 泻下剂,大陷胸汤,《伤寒论》,大黄去皮，六两（10g） 芒硝一升（10g） 甘遂一钱匕（1g）,上三味，以水六升，先煮大黄，取二升，去滓，内芒硝，煮一两沸，内甘遂末，温服一升。得快利止后服（现代用法：水煎，溶芒硝，冲服甘遂末）。,泻热逐水。,大结胸证。心下疼痛，拒按，按之硬，或心下至少腹硬满疼痛而痛不可近，大便秘结，日晡潮热，或短气烦躁，舌上燥而渴，脉沉紧，按之有力。,方中以苦寒之甘遂为君药，泻热散结，尤善峻下泻水逐饮，《珍珠囊》言其“水结胸中，非此不能除”。辅以苦寒之大黄，荡涤胸腹之邪热；芒硝咸寒，泻热通滞，润燥软坚。二药相须为用，以泻热破积、软坚通滞，共为臣佐药。三药相伍，共奏峻下逐水泻热之功。,寒下峻逐并用，前后分消，药简效宏。,以心下硬满而痛不可近，苔黄舌燥，脉沉为辨证要点。 本方药力峻猛，中病即止，以防过剂伤正； 素体虚弱者慎用。 心下疼痛，拒按，按之硬，或心下至少腹硬满疼痛而痛不可近，大便秘结，日晡潮热，或短气烦躁，舌上燥而渴，脉沉紧，按之有力。,P.49,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.114；书内索引页码 P.49,已从教材PDF抽取待人工复核,P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大陷胸汤,P.114,P.49,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\144_大陷胸汤.txt
145,P1,第21章 治痈疡剂,大黄牡丹汤,《金匮要略》,大黄四两（12g） 丹皮一两（3g） 桃仁五十个（9g） 瓜子半升（30g） 芒硝三合（6g）,上五味，以水六升，煮取一升，去滓，内芒硝，再煎沸，顿服之，有脓当下，如无脓，当下血（现代用法：水煎，芒硝溶服）。,泻热破瘀，散结消肿。,湿热瘀滞之肠痈初起。右下腹疼痛拒按，或右足屈而不伸，伸则痛甚，甚则局部肿痞，或时时发热，自汗恶寒，舌苔薄腻而黄，脉滑数。,方中大黄苦寒攻下，泻肠中湿热郁结，祛肠中稽留之瘀血；桃仁苦平入血分，性善破血，与大黄相配，破瘀泻热，共为君药。芒硝咸寒，泻热导滞，软坚散结，助大黄以荡涤实热；牡丹皮辛苦微寒，凉血散瘀消肿，两药为臣。佐以冬瓜子能清肠中湿热，排脓散结消痈，以治肠痈。诸药配伍，热清瘀祛，肠痈得消。,下消之中寓清利之能，以通为用。,,P.304,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.528；书内索引页码 P.304,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大黄牡丹汤,P.528,P.304,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\145_大黄牡丹汤.txt
146,P1,第2章 泻下剂,大黄附子汤,《金匮要略》,大黄三两（9g） 附子炮，三枚（12g） 细辛二两（3g）,上三味，以水五升，煮取二升，分温三服；若强人煮二升半，分温三服。服后如人行四五里，进一服（现代用法：水煎服）。,温里散寒，通便止痛。,寒积里实证。腹痛便秘，胁下偏痛，发热，畏寒肢冷，舌苔白腻，脉弦紧。,方中附子温里助阳，散寒止痛，为君药。大黄通导大便，荡涤肠道积滞，为臣药。大黄性虽寒凉，与大辛大热之附子相伍，其寒性去而走泄之性存，为“去性存用”之制。附子、大黄并用，前者散寒助阳，后者通积导滞，是温下法的常用配伍。佐以细辛，辛温宣通，既散寒结以止痛，又助附子温里祛寒。三药并用，共奏温里散寒，攻下寒积之效。,苦寒辛热合法，相反相成，共成温下之法。,服后如人行四五里，进一服（现代用法：水煎服）。,P.51,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.117；书内索引页码 P.51,已从教材PDF抽取待人工复核,P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,大黄附子汤,P.117,P.51,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\146_大黄附子汤.txt
